replica_id,f_dps,source_metadata
243,0.206000214862,tests/atlas_data_driven_sps/results/route9p3_global_calibrated_allpairs/bootstrap_fixed500_global_nominal_v1/job_024/attempt_000243/metadata.txt
244,0.134838361786,tests/atlas_data_driven_sps/results/route9p3_global_calibrated_allpairs/bootstrap_fixed500_global_nominal_v1/job_024/attempt_000244/metadata.txt
250,0.165931827537,tests/atlas_data_driven_sps/results/route9p3_global_calibrated_allpairs/bootstrap_fixed500_global_nominal_v1/job_025/attempt_000250/metadata.txt
251,0.124122930151,tests/atlas_data_driven_sps/results/route9p3_global_calibrated_allpairs/bootstrap_fixed500_global_nominal_v1/job_025/attempt_000251/metadata.txt
252,0.0913709558874,tests/atlas_data_driven_sps/results/route9p3_global_calibrated_allpairs/bootstrap_fixed500_global_nominal_v1/job_025/attempt_000252/metadata.txt
253,0.130016059768,tests/atlas_data_driven_sps/results/route9p3_global_calibrated_allpairs/bootstrap_fixed500_global_nominal_v1/job_025/attempt_000253/metadata.txt
254,0.108520192791,tests/atlas_data_driven_sps/results/route9p3_global_calibrated_allpairs/bootstrap_fixed500_global_nominal_v1/job_025/attempt_000254/metadata.txt
260,0.179714839618,tests/atlas_data_driven_sps/results/route9p3_global_calibrated_allpairs/bootstrap_fixed500_global_nominal_v1/job_026/attempt_000260/metadata.txt
261,0.0458227124316,tests/atlas_data_driven_sps/results/route9p3_global_calibrated_allpairs/bootstrap_fixed500_global_nominal_v1/job_026/attempt_000261/metadata.txt
262,0.13312148104,tests/atlas_data_driven_sps/results/route9p3_global_calibrated_allpairs/bootstrap_fixed500_global_nominal_v1/job_026/attempt_000262/metadata.txt
263,0.177286343394,tests/atlas_data_driven_sps/results/route9p3_global_calibrated_allpairs/bootstrap_fixed500_global_nominal_v1/job_026/attempt_000263/metadata.txt
264,0.189532004239,tests/atlas_data_driven_sps/results/route9p3_global_calibrated_allpairs/bootstrap_fixed500_global_nominal_v1/job_026/attempt_000264/metadata.txt
270,0.243378863107,tests/atlas_data_driven_sps/results/route9p3_global_calibrated_allpairs/bootstrap_fixed500_global_nominal_v1/job_027/attempt_000270/metadata.txt
271,0.19577257355,tests/atlas_data_driven_sps/results/route9p3_global_calibrated_allpairs/bootstrap_fixed500_global_nominal_v1/job_027/attempt_000271/metadata.txt
272,0.178446572863,tests/atlas_data_driven_sps/results/route9p3_global_calibrated_allpairs/bootstrap_fixed500_global_nominal_v1/job_027/attempt_000272/metadata.txt
273,0.129507989925,tests/atlas_data_driven_sps/results/route9p3_global_calibrated_allpairs/bootstrap_fixed500_global_nominal_v1/job_027/attempt_000273/metadata.txt
